No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
135,Transformers: Age of Extinction (2014),2014,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",Paramount Pictures,245,859,1104,PG-13
136,Cars (2006),2006,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",Walt Disney Studios Motion Pictures,244,218,462,PG
137,Ghostbusters (1984),1984,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Columbia Pictures,244,53,297,PG
138,Bruce Almighty (2003),2003,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,Universal Pictures,243,242,485,PG-13
139,Twister (1996),1996,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",Warner Bros.,242,253,494,PG
140,My Big Fat Greek Wedding (2002),2002,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,IFC Films,241,127,369,PG
141,Maleficent (2014),2014,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",Walt Disney Studios Motion Pictures,241,517,758,PG
142,Pirates of the Caribbean: On Stranger Tides (2011),2011,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",Walt Disney Studios Motion Pictures,241,805,1046,PG-13
143,Shrek Forever After (2010),2010,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,DreamWorks,239,514,753,PG
144,Fast & Furious 6 (2013),2013,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",Universal Pictures,239,550,789,PG-13
145,Brave (2012),2012,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Walt Disney Studios Motion Pictures,237,302,539,PG
146,Oz the Great and Powerful (2013),2013,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,Walt Disney Studios Motion Pictures,235,258,493,PG
147,X-Men: The Last Stand (2006),2006,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",Twentieth Century Fox,234,226,460,PG-13
148,War of the Worlds (2005),2005,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,Paramount Pictures,234,370,604,PG-13
149,Fantastic Beasts and Where to Find Them (2016),2016,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,Warner Bros.,234,580,814,PG-13
150,X-Men: Days of Future Past (2014),2014,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,Twentieth Century Fox,234,512,746,PG-13
151,Cast Away (2000),2000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Twentieth Century Fox,234,196,430,PG-13
152,The Exorcist (1973),1973,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",Warner Bros.,233,136,441,R
153,Doctor Strange (2016),2016,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Walt Disney Studios Motion Pictures,233,445,678,PG-13
154,The Lost World: Jurassic Park (1997),1997,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",Universal Pictures,229,390,619,PG-13
155,Justice League (2017),2017,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",Warner Bros.,229,429,658,PG-13
156,Star Trek Into Darkness (2013),2013,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",Paramount Pictures,229,239,467,PG-13
157,The Martian (2015),2015,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",Twentieth Century Fox,228,402,630,PG-13
158,Signs (2002),2002,"A widowed former priest living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.",Walt Disney Studios Motion Pictures,228,180,408,PG-13
159,Hancock (2008),2008,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Sony Pictures Entertainment (SPE),228,401,629,PG-13
160,The Bourne Ultimatum (2007),2007,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Universal Pictures,227,217,444,PG-13
161,Logan (2017),2017,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",Twentieth Century Fox,226,393,619,R
162,Rush Hour 2 (2001),2001,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",New Line Cinema,226,121,347,PG-13
163,The Fate of the Furious (2017),2017,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",Universal Pictures,226,1010,1236,PG-13
164,Shang-Chi and the Legend of the Ten Rings (2021),2021,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",Walt Disney Studios Motion Pictures,225,208,432,PG-13
165,WALL·E (2008),2008,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Walt Disney Studios Motion Pictures,224,298,521,PG
166,Big Hero 6 (2014),2014,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Walt Disney Studios Motion Pictures,223,435,658,PG
167,Mission: Impossible - Fallout (2018),2018,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",Paramount Pictures,220,571,792,PG-13
168,National Treasure: Book of Secrets (2007),2007,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,Walt Disney Studios Motion Pictures,220,239,459,PG
169,Alvin and the Chipmunks: The Squeakquel (2009),2009,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",Twentieth Century Fox,220,224,443,PG
170,Mrs. Doubtfire (1993),1993,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",Twentieth Century Fox,219,222,441,PG-13
171,Beauty and the Beast (1991),1991,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Walt Disney Studios Motion Pictures,219,186,425,PG
172,Ted (2012),2012,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.",Universal Pictures,219,331,549,R
173,King Kong (2005),2005,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",Universal Pictures,218,339,557,PG-13
174,Ghost (1990),1990,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",Paramount Pictures,218,288,506,PG
175,How to Train Your Dragon (2010),2010,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",DreamWorks,218,277,495,PG
176,The Da Vinci Code (2006),2006,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",Sony Pictures Entertainment (SPE),218,542,760,PG-13
177,Aladdin (1992),1992,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Walt Disney Studios Motion Pictures,217,287,504,PG
178,Alvin and the Chipmunks (2007),2007,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,Twentieth Century Fox,217,148,365,PG
179,Saving Private Ryan (1998),1998,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",DreamWorks Distribution,217,265,482,R
180,Bohemian Rhapsody (2018),2018,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid.",Twentieth Century Fox,217,694,911,PG-13
181,Ant-Man and the Wasp (2018),2018,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Walt Disney Studios Motion Pictures,217,406,623,PG-13
